"Data Source","World Development Indicators",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013",
"El Salvador","SLV","CO2 emissions (kt)","EN.ATM.CO2E.KT","619.723","583.053","649.059","1125.769","1232.112","1041.428","1305.452","1158.772","1261.448","1191.775","1430.13","1510.804","1679.486","1969.179","1972.846","2108.525","2211.201","2288.208","2390.884","2390.884","2134.194","1833.5","1767.494","1903.173","1606.146","1987.514","1991.181","2449.556","2471.558","2588.902","2618.238","3230.627","3428.645","3890.687","4429.736","5280.48","4895.445","5760.857","5812.195","5698.518","5742.522","5947.874","6039.549","6552.929","6365.912","6453.92","6846.289","6897.627","6545.595","6475.922","6248.568","","","",
"San Marino","SMR","CO2 emissions (kt)","EN.ATM.CO2E.KT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Somalia","SOM","CO2 emissions (kt)","EN.ATM.CO2E.KT","84.341","88.008","106.343","102.676","135.679","132.012","139.346","227.354","154.014","161.348","216.353","187.017","234.688","264.024","330.03","502.379","480.377","799.406","557.384","487.711","814.074","275.025","718.732","935.085","715.065","858.078","924.084","993.757","1008.425","957.087","18.335","3.667","11.001","11.001","11.001","11.001","","","","","517.047","502.379","572.052","575.719","575.719","579.386","575.719","605.055","608.722","594.054","608.722","","","",
"Serbia","SRB","CO2 emissions (kt)","EN.ATM.CO2E.KT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","53765.554","52251.083","51880.716","46127.193","45962.178","","","",
"Sub-Saharan Africa (developing only)","SSA","CO2 emissions (kt)","EN.ATM.CO2E.KT","124564.290480674","130287.3677255","134857.423806946","141378.275522225","155187.749642581","172251.008882512","175760.030075635","182730.255611239","187545.165353339","202994.23158106","223846.170339549","257623.290709688","271601.935399401","288669.595194916","306374.437801096","297475.977277582","312912.007101277","315504.935995546","320801.287913101","361794.60977846","374460.920101458","399819.322710892","421914.465376687","428665.656659634","460027.573612333","471614.724608597","477876.058586235","470524.515868961","500899.351935773","476767.43415843","462333.217771157","471400.596984379","474693.138420862","491450.480183721","496197.779861155","488554.848907581","503723.243613679","513914.048600689","510618.972566233","518136.900233673","551477.915393485","550867.336371293","554104.140826287","579244.548155706","647173.303468027","627848.109596956","658807.408571605","684473.79662496","704630.04410204","726665.824874885","703762.00132748","","","",
"South Sudan","SSD","CO2 emissions (kt)","EN.ATM.CO2E.KT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Sub-Saharan Africa (all income levels)","SSF","CO2 emissions (kt)","EN.ATM.CO2E.KT","124584.262287044","130307.186826158","134877.120942972","141401.680376213","155210.786921888","172277.426367302","175782.708132707","182752.811957935","187571.327355553","203034.884815495","223879.092448942","257685.089561467","271685.590217897","288694.023040962","306420.655171195","297533.399129173","312969.159623211","315562.043275753","320865.668928679","361850.909391016","374513.315637378","399882.325010543","421980.765231069","428720.78949833","460100.574611478","471672.791140294","477948.748162924","470615.749083079","500997.421312933","476876.973812228","462446.692348224","471594.936582721","474902.152091005","491545.032805855","496225.958096533","488678.879224386","503832.283477095","514199.62710577","510779.434552134","518602.802879881","551924.82957844","553962.511214539","559089.818436058","585270.717146802","652396.511115764","632564.057357921","663563.300731641","689273.399353178","709135.066143504","731288.180787604","708443.585892286","","","",
"Small states","SST","CO2 emissions (kt)","EN.ATM.CO2E.KT","7015.88023054916","10171.6644052443","13392.3673220865","7258.39942876257","12704.1356063721","14097.2177928764","14221.0473205657","17541.2265317345","18860.7849361734","19193.5767918384","26514.997616467","31734.4244054082","32597.1303230488","40750.2787873883","39741.283173736","41952.5685799011","45891.9039450798","51269.3480009813","51192.030329437","51431.7151112241","52587.6143008104","46073.6004732088","44902.2377493136","40417.8127997481","41310.831906084","45385.4731964651","39930.7114690194","40746.4129038111","39022.2288283747","44059.4751294815","46371.2735086541","48702.3803916526","50562.6345598733","48019.2580103765","51944.3171163525","55969.7218828549","56876.6922760745","56046.9108524906","54555.4610484671","59025.956585075","62078.2259514487","67924.5550282024","70868.9158816235","72864.3028149801","77235.6996227382","75390.2550600963","81340.7402388605","98366.1548049853","93638.2705453893","93044.0147372662","100070.435613188","","","",
"Sao Tome and Principe","STP","CO2 emissions (kt)","EN.ATM.CO2E.KT","11.001","11.001","11.001","7.334","11.001","11.001","11.001","11.001","14.668","14.668","14.668","11.001","11.001","14.668","18.335","18.335","29.336","29.336","33.003","33.003","40.337","44.004","47.671","55.005","51.338","55.005","51.338","51.338","47.671","47.671","47.671","47.671","47.671","47.671","47.671","47.671","47.671","47.671","47.671","47.671","47.671","51.338","58.672","66.006","73.34","77.007","84.341","84.341","84.341","91.675","99.009","","","",
"Suriname","SUR","CO2 emissions (kt)","EN.ATM.CO2E.KT","432.706","429.039","495.045","531.715","605.055","795.739","1096.433","1334.788","1452.132","1521.805","1609.813","1716.156","1745.492","2108.525","1602.479","2020.517","1998.515","1899.506","2394.551","2295.542","2372.549","2031.518","1873.837","1375.125","1554.808","1598.812","1760.16","1760.16","1877.504","1855.502","1811.498","2101.191","2112.192","2156.196","2163.53","2181.865","2130.527","2141.528","2163.53","2152.529","2126.86","2266.206","2251.538","2240.537","2291.875","2379.883","2442.222","2442.222","2442.222","2467.891","2383.55","","","",
"Slovak Republic","SVK","CO2 emissions (kt)","EN.ATM.CO2E.KT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","44983.089","40296.663","39603.6","42152.165","41433.433","40626.693","41558.111","40615.692","37311.725","39357.911","39251.568","39493.59","38749.189","39174.561","38928.872","36600.327","37557.414","33890.414","36094.281","","","",
"Slovenia","SVN","CO2 emissions (kt)","EN.ATM.CO2E.KT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12478.801","13164.53","13340.546","14403.976","14954.026","15859.775","15192.381","15232.718","14264.63","15163.045","15419.735","15500.409","15746.098","15867.109","16244.81","16211.807","17179.895","15309.725","15328.06","","","",
"Sweden","SWE","CO2 emissions (kt)","EN.ATM.CO2E.KT","49222.141","48851.774","51326.999","55371.7","60432.16","62628.693","72591.932","69001.939","77685.395","86467.86","92379.064","84590.356","84781.04","87366.275","79889.262","80824.347","88308.694","85804.133","79533.563","84927.72","71759.523","69430.978","62291.329","58297.966","57333.545","62394.005","62038.306","59717.095","57443.555","55533.048","51128.981","53226.505","55228.687","52034.73","54539.291","50743.946","57700.245","51844.046","52977.149","51106.979","49794.193","51128.981","57425.22","54781.313","54520.956","51561.687","49570.506","48059.702","49104.797","43743.643","52515.107","","","",
"Swaziland","SWZ","CO2 emissions (kt)","EN.ATM.CO2E.KT","33.003","3.667","","","11.001","80.674","201.685","227.354","278.692","304.361","366.7","399.703","381.368","370.367","311.695","337.364","333.697","341.031","440.04","447.374","465.709","436.373","436.373","271.358","333.697","440.04","458.375","436.373","436.373","436.373","425.372","326.363","264.024","132.012","484.044","454.708","341.031","1202.776","1213.777","1239.446","1188.108","1144.104","1125.769","1041.428","1030.427","1019.426","1015.759","1063.43","1092.766","1023.093","1023.093","","","",
"Sint Maarten (Dutch part)","SXM","CO2 emissions (kt)","EN.ATM.CO2E.KT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Seychelles","SYC","CO2 emissions (kt)","EN.ATM.CO2E.KT","","","","7.334","7.334","7.334","7.334","7.334","7.334","7.334","29.336","33.003","44.004","47.671","55.005","58.672","80.674","84.341","77.007","121.011","95.342","99.009","84.341","99.009","99.009","150.347","165.015","201.685","198.018","234.688","113.677","143.013","165.015","161.348","187.017","190.684","198.018","414.371","440.04","513.38","564.718","641.725","542.716","557.384","744.401","696.73","744.401","652.726","707.731","755.402","704.064","","","",
"Syrian Arab Republic","SYR","CO2 emissions (kt)","EN.ATM.CO2E.KT","3223.293","3065.612","3204.958","3611.995","4367.397","3678.001","4917.447","4609.419","5962.542","7242.325","6659.272","8885.141","7766.706","7895.051","9666.212","11184.35","13758.584","14664.333","15221.717","22548.383","20802.891","26637.088","24488.226","27960.875","33091.008","29651.362","31352.85","36226.293","36945.025","34565.142","37451.071","43193.593","44436.706","47117.283","48532.745","43996.666","44249.689","40967.724","50281.904","52379.428","51048.307","48785.768","39068.218","54286.268","51110.646","50633.936","53589.538","57428.887","67700.154","62111.646","61858.623","","","",
"Turks and Caicos Islands","TCA","CO2 emissions (kt)","EN.ATM.CO2E.KT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11.001","11.001","11.001","14.668","14.668","14.668","14.668","99.009","102.676","102.676","121.011","143.013","157.681","157.681","161.348","161.348","","","",
"Chad","TCD","CO2 emissions (kt)","EN.ATM.CO2E.KT","55.005","51.338","84.341","91.675","99.009","106.343","84.341","117.344","124.678","161.348","124.678","150.347","121.011","161.348","150.347","183.35","183.35","198.018","194.351","201.685","209.019","209.019","205.352","205.352","216.353","179.683","187.017","198.018","66.006","102.676","146.68","69.673","88.008","99.009","102.676","102.676","106.343","113.677","113.677","121.011","176.016","172.349","168.682","381.368","377.701","399.703","407.037","462.042","509.713","443.707","469.376","","","",
"Togo","TGO","CO2 emissions (kt)","EN.ATM.CO2E.KT","66.006","91.675","88.008","106.343","132.012","132.012","179.683","198.018","194.351","242.022","275.025","315.362","399.703","403.37","377.701","311.695","322.696","462.042","355.699","1382.459","718.732","627.057","733.4","546.383","608.722","550.05","707.731","766.403","792.072","836.076","773.737","843.41","836.076","865.412","832.409","953.42","1059.763","986.423","1166.106","1536.473","1356.79","1162.439","1232.112","1463.133","1397.127","1338.455","1221.111","1316.453","1455.799","1503.47","1540.14","","","",
"Thailand","THA","CO2 emissions (kt)","EN.ATM.CO2E.KT","3714.671","4147.377","5034.791","5570.173","7480.68","7451.344","9479.195","12167.106","17099.221","14561.657","15375.731","19248.083","21836.985","24455.223","24246.204","24407.552","28778.616","32159.59","35067.521","36736.006","40116.98","38048.792","37905.779","42449.192","45965.845","48668.424","49702.518","56944.843","67003.424","78891.838","95833.378","105235.566","115187.804","130735.884","145469.89","167585.567","186965.662","193096.886","171065.55","182810.951","188355.455","202132.374","215975.299","232198.107","252344.605","256169.286","261211.411","262205.168","261838.468","276587.142","295281.508","","","",
"Tajikistan","TJK","CO2 emissions (kt)","EN.ATM.CO2E.KT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7220.323","5170.47","2354.214","2449.556","2827.257","2152.529","2497.227","2519.229","2236.87","2291.875","1881.171","2075.522","2563.233","2438.555","2654.908","3223.293","3032.609","2893.263","2860.26","","","",
"Turkmenistan","TKM","CO2 emissions (kt)","EN.ATM.CO2E.KT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","28067.218","27663.848","33476.043","34620.147","31363.851","30157.408","26490.408","34759.493","35364.548","39269.903","40245.325","42214.504","43336.606","45375.458","46255.538","53516.198","55093.008","48525.411","53054.156","","","",
"Timor-Leste","TLS","CO2 emissions (kt)","EN.ATM.CO2E.KT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","161.348","161.348","176.016","176.016","179.683","183.35","190.684","183.35","183.35","","","",
"Tonga","TON","CO2 emissions (kt)","EN.ATM.CO2E.KT","11.001","11.001","11.001","11.001","11.001","11.001","11.001","14.668","14.668","11.001","25.669","18.335","22.002","25.669","22.002","33.003","29.336","29.336","36.67","40.337","40.337","47.671","44.004","47.671","47.671","47.671","47.671","55.005","69.673","69.673","77.007","91.675","88.008","102.676","106.343","110.01","110.01","113.677","110.01","128.345","121.011","143.013","146.68","176.016","172.349","157.681","176.016","154.014","161.348","172.349","157.681","","","",
"Trinidad and Tobago","TTO","CO2 emissions (kt)","EN.ATM.CO2E.KT","2581.568","4602.085","7238.658","1309.119","3795.345","5196.139","4055.702","4638.755","4041.034","3905.355","8998.818","8104.07","8243.416","9398.521","10051.247","9622.208","15925.781","16175.137","15328.06","16725.187","16937.873","17260.569","18426.675","16303.482","17535.594","20755.22","17385.247","17520.926","15867.109","16142.134","16959.875","21048.58","20986.241","16820.529","19853.138","20967.906","21781.98","19229.748","19317.756","22816.074","24513.895","25023.608","26890.111","27696.851","30993.484","28580.598","32152.256","46460.89","42540.867","48177.046","50681.607","","","",
"Tunisia","TUN","CO2 emissions (kt)","EN.ATM.CO2E.KT","1727.157","1767.494","1796.83","1947.177","2757.584","2464.224","2885.929","3087.614","3597.327","3857.684","3744.007","4213.383","4737.764","4829.439","5397.824","5548.171","5848.865","6758.281","7491.681","8771.464","9490.196","9820.226","9526.866","11305.361","11547.383","11939.752","12064.43","11749.068","12464.133","13234.203","13267.206","15489.408","15023.699","16501.5","15940.449","15735.097","16758.19","16945.207","18001.303","18331.333","19922.811","20817.559","21015.577","21396.945","22445.707","22801.406","23127.769","23868.503","25012.607","24807.255","25878.019","","","",
"Turkey","TUR","CO2 emissions (kt)","EN.ATM.CO2E.KT","16820.529","17363.245","21631.633","22669.394","26336.394","27388.823","31547.201","33523.714","36314.301","38807.861","42639.876","47733.339","53857.229","59486.074","61136.224","65697.972","73721.368","81572.415","77256.356","75576.87","75763.887","79874.594","86988.574","90541.897","95796.708","106717.034","116881.958","129907.142","126309.815","139316.664","145854.925","148612.509","153104.584","159133.132","156844.924","171971.299","188197.774","198527.713","200606.902","196767.553","216147.648","194538.017","205678.363","218509.196","225406.823","237368.577","261570.777","284658.209","285274.265","277844.923","298002.422","","","",
"Tuvalu","TUV","CO2 emissions (kt)","EN.ATM.CO2E.KT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Tanzania","TZA","CO2 emissions (kt)","EN.ATM.CO2E.KT","828.742","704.064","766.403","803.073","1034.094","1162.439","1371.458","1760.16","1653.817","1796.83","1767.494","2464.224","2167.197","3186.623","2306.543","2284.541","2790.587","2013.183","2203.867","2071.855","1884.838","2123.193","2167.197","2218.535","2368.882","2357.881","2299.209","2390.884","2288.208","2207.534","2372.549","2434.888","2361.548","2636.573","2445.889","3553.323","3461.648","2882.262","2555.899","2537.564","2651.241","3127.951","3589.993","3806.346","4352.729","5617.844","5958.875","6149.559","6538.261","6446.586","6846.289","","","",
"Uganda","UGA","CO2 emissions (kt)","EN.ATM.CO2E.KT","421.705","407.037","429.039","432.706","491.378","627.057","733.4","810.407","982.756","1177.107","1444.798","1441.131","1382.459","1180.774","1195.442","1133.103","990.09","806.74","700.397","674.728","627.057","528.048","546.383","616.056","583.053","619.723","704.064","770.07","865.412","803.073","803.073","828.742","839.743","832.409","762.736","993.757","1114.768","1147.771","1349.456","1408.128","1532.806","1620.814","1668.485","1708.822","1851.835","2284.541","2654.908","3127.951","3160.954","3366.306","3784.344","","","",
"Ukraine","UKR","CO2 emissions (kt)","EN.ATM.CO2E.KT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","641680.996","546111.642","447010.967","445943.87","412335.815","341196.015","328636.54","332549.229","320774.492","321650.905","318684.302","352259.354","343121.19","333869.349","326480.344","327595.112","323458.736","261812.799","304804.707","","","",
"Upper middle income","UMC","CO2 emissions (kt)","EN.ATM.CO2E.KT","1479779.50162593","1248012.16965306","1166360.65388602","1195012.50853937","1262513.60436902","1355195.63874603","1469219.78264525","1433853.20501963","1562621.85028513","1758887.54624959","2053611.72321686","2244866.12259575","2367968.53797997","2534440.6763863","2615980.99906786","2831872.60947547","3011212.35343983","3205859.97251285","3491580.21719954","3607621.45609347","3603643.97727001","3587043.72256382","3818548.24177392","3956018.09765923","4162618.2212088","4403634.97534483","4583392.13383759","4841687.44128845","5087857.65940966","5241819.40276783","5184312.52427889","5354811.67837733","5482450.24852961","5724552.75762859","5967542.88507869","6289910.40133977","6487882.44121393","6533228.32145896","6472295.71564563","6524992.9910311","6645049.81838223","6827438.81575178","7063545.29715104","8041663.88945386","8997308.42707384","9622394.31476923","10386280.0684902","10936743.894135","11360838.5733894","11978770.423474","12721087.3898779","","","",
"Uruguay","URY","CO2 emissions (kt)","EN.ATM.CO2E.KT","4319.726","4121.708","4011.698","4319.726","4558.081","5522.502","5405.158","4884.444","4884.444","5595.842","5742.522","5808.528","6076.219","5775.525","5683.85","5969.876","5896.536","5650.847","5742.522","6277.904","5837.864","5375.822","4873.443","3817.347","3450.647","3296.633","3179.289","3560.657","4807.437","4880.777","3993.363","4554.414","5170.47","4466.406","4066.703","4591.084","5441.828","5555.505","5687.517","6725.278","5306.149","5089.796","4620.42","4598.418","5610.51","5775.525","6648.271","5999.212","8331.424","7891.384","6644.604","","","",
"United States","USA","CO2 emissions (kt)","EN.ATM.CO2E.KT","2890696.1","2880505.507","2987207.873","3119230.874","3255995.306","3390922.571","3561878.111","3695708.943","3831354.94","4024748.853","4328904.501","4356770.034","4564952.958","4770194.948","4598487.673","4406329.539","4613100.668","4742292.745","4889112.091","4900373.448","4721170.825","4531792.277","4300598.928","4334925.715","4470326.023","4486460.823","4491176.585","4684431.152","4888664.717","4951084.391","4768137.761","4826703.418","4922195.765","5029767.21","5121559.554","5156168.7","5286046.506","5419440.965","5456092.63","5531691.502","5713560.034","5601404.839","5650949.676","5681664.468","5790765.052","5826393.624","5737615.554","5828696.5","5656838.878","5311840.184","5433056.536","","","",
"Uzbekistan","UZB","CO2 emissions (kt)","EN.ATM.CO2E.KT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","114014.364","118532.108","110981.755","100912.173","103189.38","101781.252","117571.354","117421.007","119951.237","122037.76","126914.87","122683.152","119305.845","111887.504","116529.926","116944.297","120039.245","116606.933","104443.494","","","",
"St. Vincent and the Grenadines","VCT","CO2 emissions (kt)","EN.ATM.CO2E.KT","11.001","11.001","11.001","14.668","18.335","14.668","18.335","18.335","22.002","29.336","29.336","29.336","36.67","40.337","33.003","33.003","33.003","33.003","36.67","29.336","36.67","36.67","40.337","40.337","66.006","66.006","66.006","77.007","66.006","77.007","80.674","77.007","84.341","102.676","121.011","132.012","135.679","135.679","165.015","168.682","157.681","179.683","187.017","194.351","194.351","198.018","201.685","201.685","201.685","201.685","209.019","","","",
"Venezuela, RB","VEN","CO2 emissions (kt)","EN.ATM.CO2E.KT","57069.521","51928.387","54106.585","56204.109","56603.812","60787.859","57029.184","65815.316","65635.633","68998.272","74561.111","62562.687","62577.355","66501.045","75133.163","63816.801","57344.546","63732.46","68690.244","76570.627","90802.254","91968.36","93405.824","93101.463","93218.807","101278.873","109529.623","110981.755","116097.22","108854.895","122162.438","115440.827","105873.624","124355.304","129947.479","133236.778","122752.825","133962.844","167321.543","172616.691","152415.188","172525.016","193261.901","192103.129","168267.629","181630.177","171824.619","175784.979","186811.648","185341.181","201747.339","","","",
"Virgin Islands (U.S.)","VIR","CO2 emissions (kt)","EN.ATM.CO2E.KT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Vietnam","VNM","CO2 emissions (kt)","EN.ATM.CO2E.KT","1547.474","1822.499","1796.83","2082.856","4081.371","4913.78","10417.947","15152.044","15229.051","18569.688","28199.23","24528.563","23058.096","25096.948","19083.068","21800.315","13923.599","15276.722","15419.735","16281.48","16820.529","17726.278","18382.671","19317.756","17550.262","21165.924","23091.099","25969.694","23182.774","17509.925","21407.946","21451.95","21477.619","23006.758","26230.051","29090.311","34667.818","45100.433","47513.319","47693.002","53644.543","61139.891","70806.103","78767.16","90549.231","97941.903","102455.98","113651.331","127164.226","140057.398","150229.656","","","",
"Vanuatu","VUT","CO2 emissions (kt)","EN.ATM.CO2E.KT","","","40.337","33.003","62.339","47.671","77.007","84.341","62.339","44.004","40.337","58.672","62.339","55.005","62.339","55.005","44.004","51.338","58.672","62.339","62.339","51.338","51.338","55.005","55.005","121.011","58.672","47.671","66.006","62.339","69.673","66.006","66.006","66.006","66.006","66.006","84.341","88.008","84.341","84.341","80.674","88.008","84.341","80.674","55.005","55.005","47.671","95.342","91.675","117.344","117.344","","","",
"West Bank and Gaza","PSE","CO2 emissions (kt)","EN.ATM.CO2E.KT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","396.036","601.388","649.059","792.072","1349.456","1155.105","1279.783","1866.503","2742.916","2266.206","2324.878","2053.52","2090.19","2365.215","","","",
"World","WLD","CO2 emissions (kt)","EN.ATM.CO2E.KT","9396705.835","9434402.595","9818839.874","10355747.346","10947007.092","11433441.976","12009447.002","12389685.566","13017193.607","13797116.836","14788798.314","15323175.556","15957192.522","16822109.477","16850822.087","16745791.873","17726098.317","18316474.316","18535291.54","19567247.679","19365093.303","18766979.934","18621308.359","18542398.186","19213954.231","19786369.264","20388681.348","20899776.807","21652798.924","22123278.691","22222874.411","22546593.504","22347974.116","22333914.838","22717780.065","23202117.425","23732831.334","24154529","24359881","24238870","24807255","25401309","25654332","27194472","28628269","29677031","30692790","31411522","32207261","32049580","33615389","","","",
"Samoa","WSM","CO2 emissions (kt)","EN.ATM.CO2E.KT","14.668","18.335","18.335","22.002","25.669","29.336","25.669","25.669","29.336","29.336","29.336","36.67","36.67","36.67","33.003","58.672","47.671","80.674","106.343","95.342","99.009","102.676","113.677","113.677","113.677","113.677","113.677","113.677","113.677","121.011","124.678","124.678","128.345","128.345","121.011","132.012","132.012","132.012","132.012","139.346","139.346","143.013","143.013","150.347","154.014","157.681","157.681","161.348","161.348","161.348","161.348","","","",
"Yemen, Rep.","YEM","CO2 emissions (kt)","EN.ATM.CO2E.KT","3633.997","2665.909","3887.02","2918.932","3633.997","3931.024","3465.315","3054.611","11646.392","4679.092","2511.895","1972.846","1496.136","2731.915","2247.871","2170.864","2566.9","2981.271","3105.949","3223.293","3318.635","4231.718","5947.874","6329.242","7172.652","8657.787","8269.085","8683.456","9603.873","9996.242","9596.539","10109.919","14381.974","9431.524","11367.7","11250.356","14935.691","15474.74","12200.109","13894.263","14638.664","16252.144","15764.433","17304.573","18881.383","20043.822","20795.557","21712.307","22207.352","23058.096","21851.653","","","",
"South Africa","ZAF","CO2 emissions (kt)","EN.ATM.CO2E.KT","97934.569","102213.958","105767.281","109826.65","119657.877","128260.659","128356.001","133885.837","138084.552","143280.691","149763.947","168568.323","171725.61","173533.441","176734.732","185201.835","193115.221","199950.509","202099.371","218908.899","228454.1","257368.395","280749.187","292230.564","315948.72","324214.138","330855.075","329025.242","343055.184","341108.007","333513.65","346337.149","324852.196","342549.138","358929.627","353458.463","358639.934","371327.754","372218.835","371034.394","368610.507","362743.307","347686.605","380810.616","427132.16","396116.674","424843.952","443648.328","465023.271","503941.142","460124.159","","","",
"Congo, Dem. Rep.","COD","CO2 emissions (kt)","EN.ATM.CO2E.KT","2321.211","2357.881","2174.531","2295.542","1976.513","2471.558","2405.552","2291.875","3369.973","3652.332","2713.58","2962.936","3021.608","3193.957","3369.973","3237.961","3413.977","3487.317","3538.655","3755.008","3501.985","3777.01","3072.946","4026.366","3964.027","3641.331","3377.307","3854.017","4019.032","4393.066","4070.37","3755.008","3619.329","3410.31","2478.892","2966.603","3248.962","2926.266","2533.897","2247.871","1646.483","1565.809","1543.807","1697.821","1936.176","2225.869","2416.553","2603.57","2819.923","2720.914","3039.943","","","",
"Zambia","ZMB","CO2 emissions (kt)","EN.ATM.CO2E.KT","","","","","3278.298","3916.356","3501.985","4792.769","4572.749","4275.722","3769.676","3791.678","4066.703","4591.084","4202.382","4081.371","4026.366","3744.007","3476.316","3604.661","3531.321","3366.306","3520.32","3270.964","2819.923","2753.917","2889.596","2702.579","3142.619","2603.57","2445.889","2416.553","2456.89","2500.894","2420.22","2170.864","1870.17","2390.884","2313.877","1807.831","1818.832","1906.84","1969.179","2101.191","2130.527","2273.54","2225.869","1653.817","1844.501","2156.196","2427.554","","","",
"Zimbabwe","ZWE","CO2 emissions (kt)","EN.ATM.CO2E.KT","","","","","4473.74","5214.474","6046.883","5298.815","6384.247","6750.947","8162.742","8742.128","8225.081","9281.177","9057.49","8320.423","10868.988","9299.512","9295.845","9449.859","9636.876","9435.191","8811.801","10461.951","9922.902","10263.933","13127.86","15240.052","16101.797","16186.138","15504.076","15823.105","16901.203","16208.14","17645.604","15130.042","14994.363","14407.643","14253.629","15834.106","13886.929","12563.142","11932.418","10626.966","9926.569","10773.646","10344.607","10212.595","8148.074","8734.794","9427.857","","","",
